n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_min_std,pen_role_ctx,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],0.3941811714771426,10.0,1.0,10.0,3.941811714771426,10.0,atlas,0.7942124776721717,0.02244354652821204,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.6941811714771426,"['julius randle', 'mitchell robinson', 'ayo dosunmu', 'luke kornet']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],2,Julius Randle | Ayo Dosunmu
4,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.3941811714771426,10.0,1.0,10.0,3.941811714771426,10.0,atlas,0.7942124776721717,0.02244354652821204,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.6941811714771426,"['julius randle', 'mitchell robinson', 'luke kornet', 'ayo dosunmu']",1,Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],2,Julius Randle | Ayo Dosunmu
4,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.3941811714771426,10.0,1.0,10.0,3.941811714771426,10.0,atlas,0.7942124776721717,0.02244354652821204,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.6941811714771426,"['mitchell robinson', 'julius randle', 'luke kornet', 'ayo dosunmu']",1,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],2,Julius Randle | Ayo Dosunmu
4,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],0.3941811714771426,10.0,1.0,10.0,3.941811714771426,10.0,atlas,0.7942124776721717,0.02244354652821204,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.6941811714771426,"['mitchell robinson', 'julius randle', 'ayo dosunmu', 'luke kornet']",1,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],2,Julius Randle | Ayo Dosunmu
4,Julian Champagnie OVER PTS 4.5 (GOBLIN) [id:11882648] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.3937198493055475,10.0,1.0,10.0,3.937198493055475,10.0,atlas,0.7939668653720638,0.026868881287601207,Julian Champagnie OVER PTS 4.5 (GOBLIN) [id:11882648] | Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933] | Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118] | Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.5,0.6937198493055474,"['julian champagnie', 'julius randle', 'luke kornet', 'ayo dosunmu']",1,Julian Champagnie OVER PTS 4.5 (GOBLIN) [id:11882648],Julius Randle OVER RA 7.5 (GOBLIN) [id:11907933],Luke Kornet OVER PR 6.5 (STANDARD) [id:11884118],Ayo Dosunmu OVER PR 14.5 (STANDARD) [id:11908815],2,Julius Randle | Ayo Dosunmu
4,Keldon Johnson OVER PTS 4.5 (GOBLIN) [id:11882652] | Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Victor Wembanyama UNDER RA 15.5 (STANDARD) [id:11881665] | Josh Hart UNDER PRA 26.5 (STANDARD) [id:11879095],0.23688553444100224,10.0,1.0,10.0,2.368855344410022,10.0,atlas,0.7082923505992303,0.11359092078043048,Keldon Johnson OVER PTS 4.5 (GOBLIN) [id:11882652] | Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Victor Wembanyama UNDER RA 15.5 (STANDARD) [id:11881665] | Josh Hart UNDER PRA 26.5 (STANDARD) [id:11879095],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.38688553444100227,"['keldon johnson', 'naz reid', 'victor wembanyama', 'josh hart']",1,Keldon Johnson OVER PTS 4.5 (GOBLIN) [id:11882652],Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Victor Wembanyama UNDER RA 15.5 (STANDARD) [id:11881665],Josh Hart UNDER PRA 26.5 (STANDARD) [id:11879095],1,Naz Reid
4,Julian Champagnie OVER PTS 5.5 (GOBLIN) [id:11881453] | Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Josh Hart UNDER PRA 26.5 (STANDARD) [id:11879095] | Harrison Barnes OVER PRA 4.5 (STANDARD) [id:11887285],0.23000608438341288,10.0,1.0,10.0,2.300060843834129,10.0,atlas,0.7018718331695742,0.07988416110552513,Julian Champagnie OVER PTS 5.5 (GOBLIN) [id:11881453] | Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545] | Josh Hart UNDER PRA 26.5 (STANDARD) [id:11879095] | Harrison Barnes OVER PRA 4.5 (STANDARD) [id:11887285],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.3800060843834129,"['julian champagnie', 'naz reid', 'josh hart', 'harrison barnes']",1,Julian Champagnie OVER PTS 5.5 (GOBLIN) [id:11881453],Naz Reid OVER PRA 14.5 (GOBLIN) [id:11881545],Josh Hart UNDER PRA 26.5 (STANDARD) [id:11879095],Harrison Barnes OVER PRA 4.5 (STANDARD) [id:11887285],1,Naz Reid
4,Anthony Edwards OVER RA 4.5 (GOBLIN) [id:11908384] | Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638] | Joel Embiid UNDER PTS 26.5 (STANDARD) [id:11878891],0.22391998448093148,10.0,1.0,10.0,2.2391998448093147,10.0,atlas,0.696775692809108,0.11078671622331054,Anthony Edwards OVER RA 4.5 (GOBLIN) [id:11908384] | Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638] | Joel Embiid UNDER PTS 26.5 (STANDARD) [id:11878891],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.37391998448093144,"['anthony edwards', 'jordan clarkson', 'josh hart', 'joel embiid']",1,Anthony Edwards OVER RA 4.5 (GOBLIN) [id:11908384],Jordan Clarkson OVER PTS 2.5 (GOBLIN) [id:11890183],Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638],Joel Embiid UNDER PTS 26.5 (STANDARD) [id:11878891],1,Anthony Edwards
4,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Naz Reid OVER PA 9.5 (GOBLIN) [id:11881538] | Josh Hart UNDER RA 14.5 (STANDARD) [id:11879102] | Dylan Harper OVER PR 14.5 (STANDARD) [id:11881408],0.22303377480171138,10.0,1.0,10.0,2.2303377480171136,10.0,atlas,0.6959267563923246,0.08886861039075536,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399] | Naz Reid OVER PA 9.5 (GOBLIN) [id:11881538] | Josh Hart UNDER RA 14.5 (STANDARD) [id:11879102] | Dylan Harper OVER PR 14.5 (STANDARD) [id:11881408],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.3730337748017114,"['mitchell robinson', 'naz reid', 'josh hart', 'dylan harper']",1,Mitchell Robinson OVER PTS 1.5 (GOBLIN) [id:11904399],Naz Reid OVER PA 9.5 (GOBLIN) [id:11881538],Josh Hart UNDER RA 14.5 (STANDARD) [id:11879102],Dylan Harper OVER PR 14.5 (STANDARD) [id:11881408],1,Naz Reid
4,Rudy Gobert OVER RA 11.5 (GOBLIN) [id:11881585] | Keldon Johnson OVER PR 8.5 (GOBLIN) [id:11907934] | Julian Champagnie OVER PTS 8.5 (STANDARD) [id:11881458] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638],0.2200049125175993,10.0,1.0,10.0,2.200049125175993,10.0,atlas,0.6883860710676889,0.10372573106767866,Rudy Gobert OVER RA 11.5 (GOBLIN) [id:11881585] | Keldon Johnson OVER PR 8.5 (GOBLIN) [id:11907934] | Julian Champagnie OVER PTS 8.5 (STANDARD) [id:11881458] | Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.25,0.37000491251759926,"['rudy gobert', 'keldon johnson', 'julian champagnie', 'josh hart']",1,Rudy Gobert OVER RA 11.5 (GOBLIN) [id:11881585],Keldon Johnson OVER PR 8.5 (GOBLIN) [id:11907934],Julian Champagnie OVER PTS 8.5 (STANDARD) [id:11881458],Josh Hart UNDER REB 9.5 (STANDARD) [id:11891638],1,Rudy Gobert
